id,start,end,today,head_of_household,lga_of_residence,Village,birth_year,Gender,Marital_Status,Household_size,Educational_Level,Living_Arrangement,roof_type,Religious_Affiliation,coop_society_member,Specify_cooperative_society,planting_time,farmland_cultivated_ha,measure_of_seed,bags_of_potato_seeds,baskets_of_potato_seed,cost_of_seeds,cost_of_farm_prep,fert_bags_required,fert_bags_purchased_preseason,total_fert_bags_purchased,total_cost_of_fert,pesticides,farmland_other_crops,farm_prep_cost_other_crops,mixed_cropping,years_of_experience,prior_participation,potato_variety,potato_variety_caruso,potato_variety_marabel,potato_variety_lady_cristyl,potato_variety_nicola,potato_variety_other,potato_variety_diamant,time_of_harvest,time_of_harvest_may,time_of_harvest_june,time_of_harvest_july,time_of_harvest_august,time_of_harvest_september,time_of_harvest_october,quantity_harvested_bags,need_a_store,find_storage_facility,who_owns_facility,self_owned_facility,potato_value_chain_facility,individuals_owned_facility,a_group_facility,government_owned_facility,facility_by_others,potato_storage_time,bags_of_potato_stored,cost_of_storage,post_harvest_losses,post_harvest_loss_bags,potato_sold_bags,potato_bag_price,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour,want_copy_of_report,email_provider,core_potato_lga,farm_prep_prop,fert_prop,time_taken,survey_day,survey_month,potato_farmsize_ha,potato_seeds_tons,farmsize_others_ha,potato_harvested_tons,qty_potato_stored_tons,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton
1957-F-3735,2023-08-25T10:50:01Z,2023-08-25T18:29:52Z,2023-08-25,no,Jos South,Chaha Vwang,1957,Female,Married,6,primary_education,owned,zinc,christian,yes,Chaha farmers association,may,2,baskets,0,4,60000,8000,2,1,2,52000,"Z-force, cabro",7,12000,yes,25,no,other,0,0,0,0,1,0,august,0,0,0,1,0,0,15,no,na,na,0,0,0,0,0,0,0,0,0,no,0,13,18000,yes,5,7500,manual,no,na,Yes,40,50,459.859250001113,Friday,August,0.09,0.1,0.32,0.75,0,0,0.65,0.26,260
1957-M-1338,2023-08-27T00:27:14Z,2023-08-27T14:23:28Z,2023-08-27,yes,Jos South,Rabin Du,1957,Male,Married,6,tertiary_education,owned,zinc,christian,yes,Nerat Dagwi farmers,may,2,baskets,0,4,60000,14000,2,2,2,52000,"Glory, z-force",3,12000,yes,36,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,no,0,11,17000,yes,6,12000,manual,no,na,Yes,53.85,100,836.229783332348,Sunday,August,0.09,0.1,0.14,0.6,0,0,0.55,0.22,220
1957-F-4558,2023-08-27T00:32:42Z,2023-08-27T14:23:43Z,2023-08-27,no,Jos South,Rabin Du,1957,Female,Married,6,secondary_education,owned,zinc,christian,yes,Nerat Dagwi farmers,may,3,baskets,0,6,90000,14000,3,2,3,80000,"Blue snow, cabro, glory",4,16000,yes,28,no,diamant,0,0,0,0,0,1,august,0,0,0,1,0,0,19,no,na,na,0,0,0,0,0,0,0,0,0,no,0,17,17500,yes,7,14000,manual,no,na,Yes,46.67,66.67,831.022800000509,Sunday,August,0.135,0.15,0.18,0.95,0,0,0.85,0.34,340
1957-F-9439,2023-08-28T02:58:16Z,2023-08-28T08:59:38Z,2023-08-28,no,Jos South,Ladura Du,1957,Female,Married,5,non_formal_education,owned,zinc,christian,yes,Wunato bemakuk,april,2,baskets,0,4,60000,8000,2,1,2,53000,"Glory, cabro",3,9000,yes,25,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,no,0,12,17000,yes,4,8000,manual,no,na,Yes,47.06,50,361.356933335463,Monday,August,0.09,0.1,0.14,0.65,0,0,0.6,0.24,240
1957-M-5284,2023-08-28T03:11:37Z,2023-08-28T09:00:06Z,2023-08-28,yes,Jos South,Ladura Du,1957,Male,Married,5,secondary_education,owned,zinc,christian,yes,Wunato bemakuk,may,2,baskets,0,4,60000,10000,2,2,2,53000,"Z-force, cabro",2,8000,yes,20,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,11,no,na,na,0,0,0,0,0,0,0,0,0,no,0,10,17000,yes,5,10000,manual,no,na,Yes,55.56,100,348.469900000095,Monday,August,0.09,0.1,0.09,0.55,0,0,0.5,0.2,200
1956-F-9830,2023-08-16T10:21:55Z,2023-08-16T10:27:46Z,2023-08-16,no,Kanke,Mission ward,1956,Female,Married,15,secondary_education,owned,zinc,christian,yes,Marlun mcs,march,1,bags,1,0,25000,18000,1,5,6,171000,"Force up,roundup,slasher,dragon",4,35000,no,1,no,marabel,0,1,0,0,0,0,may,1,0,0,0,0,0,7,yes,no,na,0,0,0,0,0,0,0,0,0,yes,4,5,20000,yes,2,4500,manual,no,na,No,33.96,500,5.84766666491826,Wednesday,August,0.045,0.05,0.18,0.35,0,0.2,0.25,0.1,100
1956-M-2985,2023-09-04T21:59:43Z,2023-09-04T22:03:37Z,2023-09-04,yes,Jos North,Naraguta,1956,Male,Married,11,non_formal_education,rented,zinc,muslim,yes,Noma,april,6,baskets,0,3,30000,15000,2,2,2,50000,Petrox,0,0,yes,19,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,19,no,na,na,0,0,0,0,0,0,0,0,0,no,0,0.5,22000,yes,3,15000,manual,no,na,Yes,100,100,3.89221666653951,Monday,September,0.27,0.07,0,0.95,0,0,0.03,0.01,10
1956-M-8844,2023-08-17T13:47:47Z,2023-08-17T13:52:30Z,2023-08-17,yes,Mangu,Dikibin,1956,Male,Married,9,primary_education,owned,thatched,christian,no,na,april,200,bags,15,0,14,5000,10,7,8,190000,Glory,200,5000,no,10,no,caruso,1,0,0,0,0,0,august,0,0,0,1,0,0,105,no,na,na,0,0,0,0,0,0,0,0,0,no,0,100,35000,no,0,0,manual,no,na,Yes,50,70,4.71189999977748,Thursday,August,9,0.75,9,5.25,0,0,5,2,2000
1956-M-1584,2023-08-17T05:48:57Z,2023-08-17T05:56:39Z,2023-08-17,yes,Riyom,Lwa,1956,Male,Married,8,secondary_education,owned,zinc,christian,yes,Wunato Hou Chap Hweha,may,1,bags,8,0,120000,25000,10,5,7,210000,Fungicides,3,20000,no,20,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,14,yes,yes,individuals,0,0,1,0,0,0,21,10,5000,yes,2,10,20000,yes,5,15000,manual,no,na,Yes,55.56,50,7.6940000017484,Thursday,August,0.045,0.4,0.14,0.7,0.5,0.1,0.5,0.2,200
1956-M-9331,2023-08-19T07:51:25Z,2023-08-19T07:56:01Z,2023-08-19,yes,Riyom,Chol,1956,Male,Married,8,secondary_education,owned,zinc,christian,yes,Wunato Hou Chap Zeng,may,1,bags,7,0,140000,20000,9,2,8,240000,Fungicides,2,20000,no,20,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,25,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,20,25000,yes,8,24000,manual,no,na,Yes,50,22.22,4.59850000143051,Saturday,August,0.045,0.35,0.09,1.25,0,0.1,1,0.4,400
1956-F-5562,2023-08-26T01:28:06Z,2023-08-26T19:25:55Z,2023-08-26,no,Jos South,Rabin Du,1956,Female,Married,8,secondary_education,owned,zinc,christian,yes,Nerat Dagwi,may,2,baskets,0,4,60000,13000,2,1,2,53000,"Cabro, glory",6,20000,yes,20,no,other,0,0,0,0,1,0,july,0,0,1,0,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,no,0,12,17500,yes,9,13500,manual,no,na,Yes,39.39,50,1077.81553333203,Saturday,August,0.09,0.1,0.27,0.65,0,0,0.6,0.24,240
1956-M-9118,2023-08-17T15:03:05Z,2023-08-17T17:05:17Z,2023-08-17,yes,Mangu,Dungbin,1956,Male,Married,7,primary_education,owned,thatched,christian,no,na,april,200,bags,14,0,35000,4500,9,5,6,145000,Phosphine Acid,200,4500,no,8,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,81,no,na,na,0,0,0,0,0,0,0,0,0,no,0,79,35000,no,0,0,manual,no,na,Yes,50,55.56,122.195233337084,Thursday,August,9,0.7,9,4.05,0,0,3.95,1.58,1580
1956-M-8434,2023-08-22T13:55:25Z,2023-08-22T14:00:39Z,2023-08-22,yes,Riyom,Londung,1956,Male,Married,7,primary_education,owned,thatched,christian,yes,Wereng-Rim MCS,may,1,bags,5,0,100000,19500,5,5,5,150000,Fungicides,1,9000,yes,30,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,10,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,6,17000,no,0,0,manual,no,na,Yes,68.42,100,5.24114999771118,Tuesday,August,0.045,0.25,0.04,0.5,0,0.1,0.3,0.12,120
1956-M-2670,2023-08-30T15:12:26Z,2023-08-30T18:49:57Z,2023-08-30,yes,Jos South,Kuru,1956,Male,Married,7,no_education,owned,zinc,christian,yes,Yong sangal farmers,may,2,baskets,0,3,45000,10000,2,1,2,53000,"Glory, cabro",2,8000,yes,30,yes,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,no,0,11,18000,yes,4,8000,manual,no,na,Yes,55.56,50,217.518099999428,Wednesday,August,0.09,0.07,0.09,0.6,0,0,0.55,0.22,220
1956-F-2321,2023-09-03T19:17:35Z,2023-09-03T19:31:51Z,2023-09-03,no,Jos South,Chugwi Vwang,1956,Female,Married,7,primary_education,owned,zinc,christian,yes,Kauna group,may,4,baskets,0,8,120000,25000,4,4,4,106000,"Blue snow, cabro, z-force, glory",3,12000,yes,32,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,34,yes,no,na,0,0,0,0,0,0,0,0,0,yes,2,32,18000,yes,32,64000,manual,no,na,Yes,67.57,100,14.2650999983152,Sunday,September,0.18,0.2,0.14,1.7,0,0.1,1.6,0.64,640
1956-F-3164,2023-08-18T07:15:27Z,2023-08-18T07:19:18Z,2023-08-18,no,Mangu,Langat,1956,Female,Married,6,secondary_education,owned,zinc,christian,no,na,april,100,bags,8,0,36000,3500,7,5,6,145000,Phosphine Acid,100,3500,no,5,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,71,no,na,na,0,0,0,0,0,0,0,0,0,no,0,68,38000,no,0,0,manual,no,na,Yes,50,71.43,3.85983333190282,Friday,August,4.5,0.4,4.5,3.55,0,0,3.4,1.36,1360
1956-M-9570,2023-08-18T16:08:55Z,2023-08-18T16:12:28Z,2023-08-18,yes,Mangu,Pang panyam,1956,Male,Married,6,primary_education,owned,thatched,christian,no,na,april,200,bags,13,0,36000,5000,9,7,8,185000,Glory,200,5000,yes,6,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,102,no,na,na,0,0,0,0,0,0,0,0,0,no,0,98,37000,no,0,0,manual,no,na,Yes,50,77.78,3.54851666688919,Friday,August,9,0.65,9,5.1,0,0,4.9,1.96,1960
1956-M-6385,2023-08-22T02:12:26Z,2023-08-22T02:16:46Z,2023-08-22,yes,Pankshin,Fire,1956,Male,Married,6,secondary_education,owned,zinc,christian,yes,Kakulyash Potato farmers,may,1,bags,8,0,140000,20000,4,12,12,240000,Chlorpyrofor carbamaters and Organophosphates,2,35000,yes,6,yes,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,25,yes,no,na,0,0,0,0,0,0,0,0,0,yes,2,20,13500,no,0,0,manual,no,na,Yes,36.36,300,4.33921666542689,Tuesday,August,0.045,0.4,0.09,1.25,0,0.1,1,0.4,400
1956-M-3963,2023-08-24T05:26:07Z,2023-08-24T05:30:14Z,2023-08-24,yes,Mangu,Panyam,1956,Male,Married,6,primary_education,owned,thatched,christian,no,na,april,200,bags,13,0,35000,5000,11,9,10,200000,Glory,200,5000,no,6,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,108,no,na,na,0,0,0,0,0,0,0,0,0,no,0,100,38000,yes,2,6000,manual,no,na,Yes,50,81.82,4.12741666634878,Thursday,August,9,0.65,9,5.4,0,0,5,2,2000
1956-F-5779,2023-08-25T08:01:30Z,2023-08-25T08:07:23Z,2023-08-25,no,Mangu,Tong'ashak,1956,Female,Married,6,secondary_education,owned,zinc,christian,no,na,april,150,bags,9,0,37000,3500,7,5,6,158000,Mancozeb,150,4000,no,5,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,56,no,na,na,0,0,0,0,0,0,0,0,0,no,0,53,40000,no,0,0,manual,no,na,Yes,46.67,71.43,5.88985000054042,Friday,August,6.75,0.45,6.75,2.8,0,0,2.65,1.06,1060
1956-M-2250,2023-08-28T13:35:14Z,2023-08-28T15:22:07Z,2023-08-28,yes,Jos South,Rabin Du,1956,Male,Married,6,secondary_education,owned,zinc,christian,yes,Rabin farmers,may,2,baskets,0,4,60000,10000,2,2,2,53000,Glory,2,6000,yes,35,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,14,no,na,na,0,0,0,0,0,0,0,0,0,yes,2,13,17000,yes,6,12000,manual,no,na,Yes,62.5,100,106.876483333111,Monday,August,0.09,0.1,0.09,0.7,0,0.1,0.65,0.26,260
1956-M-9118,2023-08-28T22:50:24Z,2023-08-29T08:13:10Z,2023-08-28,yes,Jos South,DU,1956,Male,Married,6,primary_education,owned,zinc,christian,yes,Besa Renuyel Du,may,2,baskets,0,4,60000,12000,2,2,2,53000,"Cabro, z-force.",3,10000,yes,29,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,14,no,na,na,0,0,0,0,0,0,0,0,0,no,0,12,18500,yes,5,10000,manual,no,na,Yes,54.55,100,562.767266666889,Monday,August,0.09,0.1,0.14,0.7,0,0,0.6,0.24,240
1956-F-9889,2023-09-03T19:09:50Z,2023-09-03T19:31:35Z,2023-09-03,no,Jos South,Chugwi Vwang.,1956,Female,Married,6,primary_education,owned,zinc,christian,yes,Kauna group,may,3,baskets,0,5,75000,18000,2,2,2,53000,"Cabro, glory, best",3,12000,yes,29,no,nicola,0,0,0,1,0,0,august,0,0,0,1,0,0,25,no,na,na,0,0,0,0,0,0,0,0,0,no,0,22,16500,yes,21,42000,manual,no,na,Yes,60,100,21.7589166641235,Sunday,September,0.135,0.12,0.14,1.25,0,0,1.1,0.44,440
1956-M-6731,2023-08-16T11:25:05Z,2023-08-16T11:29:31Z,2023-08-16,yes,Mangu,Ampang West,1956,Male,Married,5,no_education,owned,thatched,christian,no,na,april,100,bags,7,0,35000,2000,6,5,5,100000,Phosphine Acid,100,2000,no,9,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,65,no,na,na,0,0,0,0,0,0,0,0,0,no,0,63,35000,no,0,0,manual,no,na,Yes,50,83.33,4.42625000079473,Wednesday,August,4.5,0.35,4.5,3.25,0,0,3.15,1.26,1260
1956-M-0181,2023-09-03T17:54:35Z,2023-09-03T19:29:28Z,2023-09-03,yes,Jos South,Zawan,1956,Male,Married,5,secondary_education,owned,zinc,christian,yes,Tere & Tuk farmers,may,3,baskets,0,6,90000,14000,3,3,3,80000,"Glory, z-force, cabro",3,12000,yes,26,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,24,no,na,na,0,0,0,0,0,0,0,0,0,no,0,22,17000,yes,23,46000,manual,no,na,Yes,53.85,100,94.8887833317121,Sunday,September,0.135,0.15,0.14,1.2,0,0,1.1,0.44,440
1956-M-8060,2023-08-16T10:35:37Z,2023-08-16T10:40:42Z,2023-08-16,yes,Mangu,Kogul,1956,Male,Married,4,secondary_education,owned,zinc,christian,no,na,april,100,bags,7,0,35000,3500,7,6,6,100000,Glory,100,3500,yes,5,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,65,no,na,na,0,0,0,0,0,0,0,0,0,no,0,53,39000,no,0,0,manual,no,na,Yes,50,85.71,5.08630000352859,Wednesday,August,4.5,0.35,4.5,3.25,0,0,2.65,1.06,1060
1956-F-3015,2023-08-19T19:22:24Z,2023-08-19T19:28:20Z,2023-08-19,no,Pankshin,Dakatu,1956,Female,Married,4,secondary_education,owned,zinc,christian,yes,Potato farmers Dakatu,may,1,baskets,0,9,135000,10000,3,8,8,160000,Chlorpyrofor carbamaters glory baking soda vegetables oil mild soap,1,26500,yes,5,no,marabel other,0,1,0,0,1,0,august,0,0,0,1,0,0,16,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,15,12500,no,0,0,manual,no,na,Yes,27.4,266.67,5.92651666800181,Saturday,August,0.045,0.22,0.04,0.8,0,0.05,0.75,0.3,300
1956-F-2136,2023-08-30T17:48:04Z,2023-08-30T18:53:41Z,2023-08-30,no,Jos South,Kuru,1956,Female,widowed,4,no_education,inherited,zinc,christian,yes,Feng farmers,may,1,baskets,0,2,30000,6000,1,1,1,26500,"Cabro,",1,3000,yes,40,no,marabel,0,1,0,0,0,0,august,0,0,0,1,0,0,7,no,na,na,0,0,0,0,0,0,0,0,0,no,0,6,16500,no,0,0,manual,no,na,Yes,66.67,100,65.608266667525,Wednesday,August,0.045,0.05,0.04,0.35,0,0,0.3,0.12,120
1956-M-6835,2023-08-18T14:01:23Z,2023-08-18T14:06:48Z,2023-08-18,yes,Mangu,Nagwak,1956,Male,Married,3,secondary_education,owned,zinc,christian,no,na,april,200,bags,13,0,35000,5000,9,7,7,175000,Glory,200,5000,yes,6,no,lady_cristyl,0,0,1,0,0,0,august,0,0,0,1,0,0,89,no,na,na,0,0,0,0,0,0,0,0,0,no,0,85,40000,yes,3,9000,manual,no,na,Yes,50,77.78,5.42226666609446,Friday,August,9,0.65,9,4.45,0,0,4.25,1.7,1700
1955-F-7766,2023-09-02T18:46:50Z,2023-09-02T19:09:55Z,2023-09-02,no,Jos North,Amanzah,1955,Female,widowed,13,non_formal_education,owned,zinc,christian,yes,Amanzah mpcs,may,11,bags,4,0,96000,96000,300,200,300,150000,Glory,25,28000,no,15,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,56,yes,no,na,0,0,0,0,0,0,0,0,0,yes,7,45,15000,yes,12,53000,manual,no,na,Yes,77.42,66.67,23.0878333330154,Saturday,September,0.495,0.2,1.12,2.8,0,0.35,2.25,0.9,900
1955-M-9599,2023-08-18T16:49:53Z,2023-08-21T15:00:59Z,2023-08-18,yes,Jos South,Zawan,1955,Male,Married,8,no_education,owned,zinc,christian,yes,Nerat Dagwi,may,2,baskets,0,3,45000,10000,1,1,1,26000,"Glory, perfect killer",1,4000,yes,45,yes,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,8,no,na,na,0,0,0,0,0,0,0,0,0,yes,0.5,6,16000,yes,7,14000,manual,no,na,Yes,71.43,100,4211.10191666683,Friday,August,0.09,0.07,0.04,0.4,0,0.03,0.3,0.12,120
1955-F-4298,2023-08-26T01:07:59Z,2023-08-26T19:25:14Z,2023-08-26,no,Jos South,Rabin Du,1955,Female,Married,7,secondary_education,owned,zinc,christian,yes,Nerat Dagwi farmers,may,4,baskets,0,8,120000,16000,4,2,4,105000,"Glory, cabro",4,12000,yes,22,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,27,no,na,na,0,0,0,0,0,0,0,0,0,no,0,25,17000,yes,15,30000,manual,no,na,Yes,57.14,50,1097.26435000102,Saturday,August,0.18,0.2,0.18,1.35,0,0,1.25,0.5,500
1955-F-1972,2023-08-28T03:22:50Z,2023-08-28T09:00:34Z,2023-08-28,no,Jos South,Ladura Du,1955,Female,Married,6,secondary_education,owned,zinc,christian,yes,Wunato bemakuk,may,2,baskets,0,4,60000,12000,2,2,2,53000,"Z-force, cabro",2,9000,yes,28,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,16,no,na,na,0,0,0,0,0,0,0,0,0,no,0,15,17500,yes,8,16000,manual,no,na,Yes,57.14,100,337.724216667811,Monday,August,0.09,0.1,0.09,0.8,0,0,0.75,0.3,300
1955-M-1102,2023-08-28T22:39:37Z,2023-08-29T08:12:44Z,2023-08-28,yes,Jos South,Du,1955,Male,Married,6,secondary_education,owned,zinc,christian,yes,Besa renuyel Du,may,4,baskets,0,8,120000,28000,8,4,4,10500,"Blue snow , z-force",2,7000,yes,35,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,24,yes,no,na,0,0,0,0,0,0,0,0,0,yes,1,22,18000,yes,10,20000,manual,no,na,Yes,80,50,573.124450000127,Monday,August,0.18,0.2,0.09,1.2,0,0.05,1.1,0.44,440
1955-F-9023,2023-08-24T11:05:41Z,2023-08-24T11:10:28Z,2023-08-24,yes,Langtang North,Nyer,1955,Female,Married,5,secondary_education,owned,zinc,christian,no,na,july,1,baskets,0,2,12000,48000,4,2,2,50000,Perfect killer,3,90000,no,1,no,marabel,0,1,0,0,0,0,october,0,0,0,0,0,1,8,no,na,na,0,0,0,0,0,0,0,0,0,no,0,7,25000,no,0,0,manual,no,na,No,34.78,50,4.78535000085831,Thursday,August,0.045,0.05,0.14,0.4,0,0,0.35,0.14,140
1955-F-4676,2023-08-28T15:39:32Z,2023-08-28T16:14:52Z,2023-08-28,no,Jos South,Gut Rayfield,1955,Female,Married,5,primary_education,owned,zinc,christian,yes,Gut fadama farmers,may,2,baskets,0,4,60000,12000,2,2,2,53000,"Z-force , cabro",2,9000,yes,30,no,diamant,0,0,0,0,0,1,july,0,0,1,0,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,no,0,12,18000,yes,6,12000,manual,no,na,Yes,57.14,100,35.340683333079,Monday,August,0.09,0.1,0.09,0.65,0,0,0.6,0.24,240
1955-M-3777,2023-08-16T09:54:15Z,2023-08-16T09:59:09Z,2023-08-16,yes,Mangu,Chanso,1955,Male,Married,3,secondary_education,owned,zinc,christian,no,na,april,100,bags,9,0,35000,3000,6,5,5,100000,Glory,100,3000,no,5,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,85,no,na,na,0,0,0,0,0,0,0,0,0,no,0,82,39000,no,0,0,manual,no,na,Yes,50,83.33,4.90881666342417,Wednesday,August,4.5,0.45,4.5,4.25,0,0,4.1,1.64,1640
1954-F-8689,2023-09-02T23:07:10Z,2023-09-03T03:49:25Z,2023-09-03,no,Jos North,Kabong,1954,Female,Married,23,tertiary_education,owned,zinc,christian,yes,Kabong women mpcs,may,22,baskets,0,15,250000,60000,400,400,400,160000,"Sharp shooter, glory",44,100000,yes,20,yes,other,0,0,0,0,1,0,july,0,0,1,0,0,0,120,yes,yes,individuals,0,0,1,0,0,0,60,100,20000,yes,12,100,17000,yes,30,180000,manual,no,na,Yes,37.5,100,282.239549998442,Saturday,September,0.99,0.38,1.98,6,5,0.6,5,2,2000
1954-M-3082,2023-08-28T03:25:55Z,2023-08-28T09:00:43Z,2023-08-28,yes,Jos South,Ladura Du,1954,Male,Married,7,secondary_education,owned,zinc,christian,yes,Wunato bemakuk,may,3,baskets,0,5,75000,13000,2,2,2,53000,"Blue snow, z-force",2,8000,yes,28,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,20,no,na,na,0,0,0,0,0,0,0,0,0,no,0,18,18000,yes,8,16000,manual,no,na,Yes,61.9,100,334.787616666158,Monday,August,0.135,0.12,0.09,1,0,0,0.9,0.36,360
1954-M-5705,2023-08-18T15:23:20Z,2023-08-21T13:48:16Z,2023-08-18,yes,Jos South,Zawan,1954,Male,Married,6,tertiary_education,owned,zinc,christian,yes,Besa hindsight,april,2,baskets,0,5,75000,15000,1,1,3,75000,"Glory, pestoxs",1,4000,yes,35,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,10,19000,yes,13,2500,manual,no,na,Yes,78.95,100,4224.93316666683,Friday,August,0.09,0.12,0.04,0.6,0,0.05,0.5,0.2,200
1954-M-9642,2023-08-22T00:18:32Z,2023-08-22T09:17:57Z,2023-08-22,no,Jos South,Vwang,1954,Male,widowed,6,non_formal_education,owned,zinc,christian,yes,Teyei na begwa farmers,april,2,baskets,0,4,60000,10000,2,1,2,50000,"Best, cabro, glory",2,6000,yes,40,yes,marabel other,0,1,0,0,1,0,july august,0,0,1,1,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,no,0,10,18500,yes,5,10000,manual,no,na,Yes,62.5,50,539.420633335908,Tuesday,August,0.09,0.1,0.09,0.6,0,0,0.5,0.2,200
1954-F-4986,2023-08-24T07:04:53Z,2023-08-24T11:31:19Z,2023-08-24,no,Mangu,Panyam,1954,Female,Married,6,primary_education,owned,thatched,christian,no,na,april,200,bags,13,0,35000,4000,9,7,8,185000,Mancozeb,200,4000,no,7,no,lady_cristyl,0,0,1,0,0,0,july,0,0,1,0,0,0,97,no,na,na,0,0,0,0,0,0,0,0,0,no,0,91,40000,yes,3,9000,manual,no,na,Yes,50,77.78,266.441216667493,Thursday,August,9,0.65,9,4.85,0,0,4.55,1.82,1820
1954-F-9328,2023-08-26T01:13:23Z,2023-08-26T19:25:25Z,2023-08-26,no,Jos South,Rabin Du,1954,Female,Married,6,secondary_education,owned,zinc,christian,yes,Nerat Dagwi,april,2,baskets,0,4,60000,10000,2,2,2,53000,Glory,4,14000,yes,34,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,15,no,na,na,0,0,0,0,0,0,0,0,0,no,0,14,15000,yes,6,12000,manual,no,na,Yes,41.67,100,1092.03108333349,Saturday,August,0.09,0.1,0.18,0.75,0,0,0.7,0.28,280
1954-M-1511,2023-08-25T08:36:31Z,2023-08-25T08:40:17Z,2023-08-25,yes,Mangu,Tong'ashak,1954,Male,Married,5,secondary_education,owned,zinc,christian,no,na,april,150,bags,9,0,35000,4500,8,6,7,155000,Mancozeb,150,4500,no,4,no,other diamant,0,0,0,0,1,1,july,0,0,1,0,0,0,83,no,na,na,0,0,0,0,0,0,0,0,0,no,0,80,40000,yes,3,11000,manual,no,na,Yes,50,75,3.76693333387375,Friday,August,6.75,0.45,6.75,4.15,0,0,4,1.6,1600
1954-M-4298,2023-08-27T00:41:38Z,2023-08-27T18:14:29Z,2023-08-27,yes,Jos South,Rabin Du,1954,Male,Married,5,no_education,owned,zinc,christian,yes,Nerat Dagwi farmers,may,2,baskets,0,4,60000,10000,2,2,2,52800,"Best, cabro, z-force",2,7000,yes,35,no,nicola,0,0,0,1,0,0,july,0,0,1,0,0,0,10,no,na,na,0,0,0,0,0,0,0,0,0,no,0,8,15500,yes,4,8000,manual,no,na,Yes,58.82,100,1052.85365000168,Sunday,August,0.09,0.1,0.09,0.5,0,0,0.4,0.16,160
1954-F-4287,2023-08-27T01:13:18Z,2023-08-27T18:16:33Z,2023-08-27,no,Jos South,Sheh Du,1954,Female,Married,5,secondary_education,owned,zinc,christian,yes,Sheh farmers,may,2,baskets,0,4,60000,10000,2,1,2,52000,"Cabro, z-force",3,8000,yes,12,no,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,13,no,na,na,0,0,0,0,0,0,0,0,0,no,0,10,17000,yes,5,10000,manual,no,na,Yes,55.56,50,1023.2408833305,Sunday,August,0.09,0.1,0.14,0.65,0,0,0.5,0.2,200
1954-F-9599,2023-08-18T14:57:34Z,2023-08-20T19:37:07Z,2023-08-18,no,Jos South,Zawan,1954,Female,widowed,4,primary_education,owned,zinc,christian,yes,Wunato Besa mcs,may,2,baskets,0,5,75000,12000,3,1,4,10000,"Glory, pestoxs,",2,8000,yes,20,yes,marabel,0,1,0,0,0,0,july,0,0,1,0,0,0,12,no,na,na,0,0,0,0,0,0,0,0,0,yes,1,10,18000,yes,15,30000,manual,no,na,Yes,60,33.33,3159.54441666603,Friday,August,0.09,0.12,0.09,0.6,0,0.05,0.5,0.2,200
